bacteria,huth,analysis,sample
Porphyromonadaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Porphyromonadaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Porphyromonadaceae,hutH,MGYA00721709,ERZ650873
Rikenellaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH1,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Ruminococcaceae,hutH,MGYA00721709,ERZ650873
Bacilli,hutH,MGYA00721709,ERZ650873
Rikenellaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidia,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721709,ERZ650873
Bacteroidaceae,hutH,MGYA00721714,ERZ650872
Bacteroidaceae,hutH,MGYA00721714,ERZ650872
Porphyromonadaceae,hutH,MGYA00721714,ERZ650872
Bacteroidaceae,hutH,MGYA00721714,ERZ650872
Bacteroidaceae,hutH,MGYA00721714,ERZ650872
Bacteroidaceae,hutH,MGYA00721714,ERZ650872
Bacteroidaceae,hutH,MGYA00721714,ERZ650872
Bacteroidaceae,hutH,MGYA00721714,ERZ650872
Bacteroidaceae,hutH,MGYA00721714,ERZ650872
Bacteroidaceae,hutH,MGYA00721714,ERZ650872
Clostridia,hutH,MGYA00721714,ERZ650872
Fusobacteria,hutH,MGYA00721714,ERZ650872
Lachnoclostridium,hutH,MGYA00721714,ERZ650872
Enterobacter,hutH,MGYA00721714,ERZ650872
Firmicutes,hutH,MGYA00721714,ERZ650872
Lachnoclostridium,hutH,MGYA00721714,ERZ650872
Lachnoclostridium,hutH,MGYA00721714,ERZ650872
Clostridia,hutH,MGYA00721714,ERZ650872
Clostridia,hutH,MGYA00721714,ERZ650872
Lachnoclostridium,hutH,MGYA00721714,ERZ650872
Clostridia,hutH,MGYA00721714,ERZ650872
Clostridia,hutH_2,MGYA00721714,ERZ650872
Gammaproteobacteria,hutH,MGYA00721725,ERZ650870
Gammaproteobacteria,hutH,MGYA00721725,ERZ650870
Bacilli,hutH,MGYA00721725,ERZ650870
Bacteroidaceae,hutH,MGYA00721725,ERZ650870
Lachnoclostridium,hutH,MGYA00721725,ERZ650870
Sutterellaceae,hutH,MGYA00721725,ERZ650870
Blautia,hutH,MGYA00721725,ERZ650870
Blautia,hutH,MGYA00721725,ERZ650870
Blautia,hutH,MGYA00721725,ERZ650870
Clostridiaceae,hutH,MGYA00721725,ERZ650870
Blautia,hutH,MGYA00721725,ERZ650870
Lachnoclostridium,hutH,MGYA00721725,ERZ650870
Blautia,hutH,MGYA00721725,ERZ650870
Bacteroidaceae,hutH,MGYA00721733,ERZ650866
Bacteroidaceae,hutH,MGYA00721733,ERZ650866
Gammaproteobacteria,hutH1,MGYA00721733,ERZ650866
Bacteroidaceae,hutH,MGYA00721733,ERZ650866
Enterobacter,hutH,MGYA00721733,ERZ650866
Gammaproteobacteria,hutH,MGYA00721733,ERZ650866
Porphyromonadaceae,hutH,MGYA00721733,ERZ650866
Porphyromonadaceae,hutH,MGYA00721733,ERZ650866
Porphyromonadaceae,hutH,MGYA00721733,ERZ650866
Bacteroidaceae,hutH,MGYA00721733,ERZ650866
Peptostreptococcaceae,hutH,MGYA00721733,ERZ650866
Enterobacter,hutH,MGYA00721733,ERZ650866
Bacteroidaceae,hutH,MGYA00721733,ERZ650866
Bacteroidaceae,hutH,MGYA00721733,ERZ650866
unclassified Burkholderiales,hutH,MGYA00721733,ERZ650866
Bacteria,hutH,MGYA00721733,ERZ650866
Bacteroidaceae,hutH1,MGYA00721733,ERZ650866
Gammaproteobacteria,hutH,MGYA00721733,ERZ650866
Betaproteobacteria,hutH,MGYA00721733,ERZ650866
Bacilli,hutH,MGYA00721733,ERZ650866
Bifidobacteriales,hutH,MGYA00721733,ERZ650866
Rahnella,hutH,MGYA00721733,ERZ650866
Peptostreptococcaceae,hutH,MGYA00721733,ERZ650866
Porphyromonadaceae,hutH,MGYA00721737,ERZ650864
Bacteroidaceae,hutH,MGYA00721737,ERZ650864
Oscillospiraceae,hutH,MGYA00721737,ERZ650864
Bacteroidaceae,hutH,MGYA00721737,ERZ650864
Bacteroidaceae,hutH,MGYA00721737,ERZ650864
Bacteroidaceae,hutH,MGYA00721737,ERZ650864
Bacteroidaceae,hutH,MGYA00721737,ERZ650864
Bacteroidaceae,hutH,MGYA00721737,ERZ650864
Bacteroidaceae,hutH,MGYA00721737,ERZ650864
Oscillospiraceae,hutH,MGYA00721737,ERZ650864
Firmicutes,hutH,MGYA00721737,ERZ650864
Porphyromonadaceae,hutH,MGYA00721737,ERZ650864
Oscillospiraceae,hutH,MGYA00721737,ERZ650864
Porphyromonadaceae,hutH,MGYA00721737,ERZ650864
Blautia,hutH,MGYA00721745,ERZ650859
Blautia,hutH,MGYA00721745,ERZ650859
Lachnoclostridium,hutH,MGYA00721745,ERZ650859
Bifidobacteriales,hutH,MGYA00721745,ERZ650859
Bacteroidaceae,hutH,MGYA00721745,ERZ650859
Bacilli,hutH,MGYA00721745,ERZ650859
Bacteroidaceae,hutH,MGYA00721745,ERZ650859
Bacteroidaceae,hutH,MGYA00721757,ERZ650858
Bacteroidaceae,hutH,MGYA00721757,ERZ650858
Bacteroidaceae,hutH,MGYA00721757,ERZ650858
Bacteroidaceae,hutH,MGYA00721757,ERZ650858
Bacteroidaceae,hutH,MGYA00721757,ERZ650858
Oscillospiraceae,hutH,MGYA00721757,ERZ650858
Bacteroidaceae,hutH,MGYA00721757,ERZ650858
Bacteroidaceae,hutH,MGYA00721757,ERZ650858
Bacteroidaceae,hutH,MGYA00721757,ERZ650858
Bacteroidia,hutH,MGYA00721757,ERZ650858
Porphyromonadaceae,hutH,MGYA00721757,ERZ650858
Rikenellaceae,hutH,MGYA00721757,ERZ650858
Rikenellaceae,hutH,MGYA00721757,ERZ650858
Oscillospiraceae,hutH,MGYA00721757,ERZ650858
Oscillospiraceae,hutH,MGYA00721757,ERZ650858
Bacteroidaceae,hutH,MGYA00721757,ERZ650858
Bacteroidaceae,hutH,MGYA00721757,ERZ650858
Bacteroidaceae,hutH,MGYA00721757,ERZ650858
Porphyromonadaceae,hutH,MGYA00721757,ERZ650858
Clostridiaceae,hutH,MGYA00721757,ERZ650858
Porphyromonadaceae,hutH,MGYA00721757,ERZ650858
Bacteroidaceae,hutH,MGYA00721757,ERZ650858
Bacteroidaceae,hutH,MGYA00721757,ERZ650858
Bacteroidaceae,hutH1,MGYA00721757,ERZ650858
Oscillospiraceae,hutH,MGYA00721763,ERZ650827
Bacteroidia,hutH,MGYA00721763,ERZ650827
Eubacteriaceae,hutH,MGYA00721763,ERZ650827
unclassified Burkholderiales,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Rikenellaceae,hutH,MGYA00721763,ERZ650827
Oscillospiraceae,hutH,MGYA00721763,ERZ650827
Bacteria,hutH,MGYA00721763,ERZ650827
Porphyromonadaceae,hutH,MGYA00721763,ERZ650827
Porphyromonadaceae,hutH,MGYA00721763,ERZ650827
Oscillospiraceae,hutH,MGYA00721763,ERZ650827
unclassified Burkholderiales,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Porphyromonadaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidia,hutH,MGYA00721763,ERZ650827
Rikenellaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Clostridiales incertae sedis,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH1,MGYA00721763,ERZ650827
Porphyromonadaceae,hutH,MGYA00721763,ERZ650827
Bifidobacteriales,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Oscillospiraceae,hutH,MGYA00721763,ERZ650827
Betaproteobacteria,hutH,MGYA00721763,ERZ650827
Rikenellaceae,hutH,MGYA00721763,ERZ650827
Bacteroidia,hutH,MGYA00721763,ERZ650827
Rikenellaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Firmicutes,hutH,MGYA00721763,ERZ650827
Clostridiales incertae sedis,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Oscillospiraceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721763,ERZ650827
Bacteroidaceae,hutH,MGYA00721767,ERZ650852
Porphyromonadaceae,hutH,MGYA00721767,ERZ650852
Porphyromonadaceae,hutH,MGYA00721767,ERZ650852
Blautia,hutH,MGYA00721767,ERZ650852
Fusobacteria,hutH,MGYA00721767,ERZ650852
Bacteroidaceae,hutH,MGYA00721767,ERZ650852
Bacteroidaceae,hutH,MGYA00721767,ERZ650852
Negativicutes,hutH,MGYA00721767,ERZ650852
Negativicutes,hutH,MGYA00721767,ERZ650852
Betaproteobacteria,hutH,MGYA00721767,ERZ650852
Bacteria,hutH,MGYA00721767,ERZ650852
Bacilli,hutH,MGYA00721767,ERZ650852
Bacteroidaceae,hutH,MGYA00721767,ERZ650852
Porphyromonadaceae,hutH,MGYA00721767,ERZ650852
Bacteroidaceae,hutH,MGYA00721767,ERZ650852
Bacteroidaceae,hutH,MGYA00721767,ERZ650852
unclassified Burkholderiales,hutH,MGYA00721767,ERZ650852
Bacteroidaceae,hutH,MGYA00721767,ERZ650852
Blautia,hutH,MGYA00721767,ERZ650852
Blautia,hutH,MGYA00721767,ERZ650852
Bacilli,hutH,MGYA00721767,ERZ650852
Porphyromonadaceae,hutH,MGYA00721768,ERZ650851
Bacteroidaceae,hutH,MGYA00721768,ERZ650851
Bacillus,hutH,MGYA00721768,ERZ650851
Bacteroidaceae,hutH,MGYA00721768,ERZ650851
Bacteroidaceae,hutH,MGYA00721768,ERZ650851
Synergistetes,hutH,MGYA00721768,ERZ650851
Bacteroidaceae,hutH,MGYA00721768,ERZ650851
Synergistetes,hutH,MGYA00721768,ERZ650851
Bacteroidia,hutH,MGYA00721768,ERZ650851
Porphyromonadaceae,hutH,MGYA00721768,ERZ650851
Firmicutes,hutH,MGYA00721768,ERZ650851
Firmicutes,hutH,MGYA00721768,ERZ650851
Bacteroidia,hutH,MGYA00721768,ERZ650851
Bacteroidaceae,hutH,MGYA00721768,ERZ650851
Rikenellaceae,hutH,MGYA00721768,ERZ650851
Bacteroidaceae,hutH,MGYA00721768,ERZ650851
Porphyromonadaceae,hutH,MGYA00721768,ERZ650851
Bacteroidaceae,hutH,MGYA00721768,ERZ650851
Bacteroidaceae,hutH,MGYA00721768,ERZ650851
Oscillospiraceae,hutH,MGYA00721768,ERZ650851
Oscillospiraceae,hutH,MGYA00721768,ERZ650851
Bacteroidia,hutH,MGYA00721768,ERZ650851
Bacteroidaceae,hutH,MGYA00721768,ERZ650851
Porphyromonadaceae,hutH,MGYA00721775,ERZ650798
Bacteroidaceae,hutH,MGYA00721775,ERZ650798
Bacteroidaceae,hutH,MGYA00721775,ERZ650798
Oscillospiraceae,hutH,MGYA00721775,ERZ650798
Oscillospiraceae,hutH,MGYA00721775,ERZ650798
Oscillospiraceae,hutH,MGYA00721775,ERZ650798
Rikenellaceae,hutH,MGYA00721775,ERZ650798
Oscillospiraceae,hutH,MGYA00721775,ERZ650798
Bacteroidaceae,hutH,MGYA00721775,ERZ650798
Bacillus,hutH,MGYA00721775,ERZ650798
Bacteroidaceae,hutH,MGYA00721775,ERZ650798
Bacteroidia,hutH,MGYA00721775,ERZ650798
Rikenellaceae,hutH,MGYA00721775,ERZ650798
Porphyromonadaceae,hutH,MGYA00721775,ERZ650798
Bacteroidaceae,hutH,MGYA00721775,ERZ650798
Bacteroidaceae,hutH,MGYA00721775,ERZ650798
Bacteroidaceae,hutH,MGYA00721775,ERZ650798
Bacteroidaceae,hutH1,MGYA00721775,ERZ650798
Bacteroidaceae,hutH,MGYA00721775,ERZ650798
Bacteroidaceae,hutH,MGYA00721775,ERZ650798
Lachnoclostridium,hutH,MGYA00721775,ERZ650798
Rikenellaceae,hutH,MGYA00721775,ERZ650798
Bacteroidaceae,hutH,MGYA00721775,ERZ650798
Clostridia,hutH,MGYA00721775,ERZ650798
Clostridia,hutH,MGYA00721775,ERZ650798
Bacteroidaceae,hutH,MGYA00721775,ERZ650798
Bacteroidaceae,hutH,MGYA00721775,ERZ650798
Bacteroidaceae,hutH,MGYA00721777,ERZ650784
Bacteroidaceae,hutH,MGYA00721777,ERZ650784
unclassified Burkholderiales,hutH,MGYA00721777,ERZ650784
Bacteria,hutH,MGYA00721777,ERZ650784
Porphyromonadaceae,hutH,MGYA00721777,ERZ650784
Bacteroidaceae,hutH,MGYA00721777,ERZ650784
Bacteroidaceae,hutH,MGYA00721777,ERZ650784
Betaproteobacteria,hutH,MGYA00721777,ERZ650784
Bacteroidaceae,hutH,MGYA00721777,ERZ650784
Bacteroidaceae,hutH,MGYA00721777,ERZ650784
Bacteroidaceae,hutH,MGYA00721777,ERZ650784
Bacteroidaceae,hutH,MGYA00721777,ERZ650784
Bacteroidaceae,hutH,MGYA00721777,ERZ650784
Bacteroidaceae,hutH,MGYA00721777,ERZ650784
Bacteroidaceae,hutH,MGYA00721777,ERZ650784
Bacteroidaceae,hutH,MGYA00721777,ERZ650784
unclassified Burkholderiales,hutH,MGYA00721782,ERZ650779
Bacteroidia,hutH,MGYA00721782,ERZ650779
Bacteroidaceae,hutH,MGYA00721782,ERZ650779
Betaproteobacteria,hutH,MGYA00721782,ERZ650779
Bacteroidaceae,hutH,MGYA00721782,ERZ650779
Bacteroidaceae,hutH,MGYA00721782,ERZ650779
Bacteroidaceae,hutH,MGYA00721782,ERZ650779
Bacteroidaceae,hutH,MGYA00721782,ERZ650779
Bacteroidaceae,hutH,MGYA00721782,ERZ650779
Porphyromonadaceae,hutH,MGYA00721782,ERZ650779
Bacteroidaceae,hutH,MGYA00721782,ERZ650779
Bacteroidaceae,hutH,MGYA00721782,ERZ650779
Bacteroidaceae,hutH,MGYA00721784,ERZ650849
Bacteroidaceae,hutH,MGYA00721784,ERZ650849
Gammaproteobacteria,hutH,MGYA00721784,ERZ650849
Bacteroidaceae,hutH,MGYA00721784,ERZ650849
Bacteria,hutH,MGYA00721784,ERZ650849
Bacteroidia,hutH,MGYA00721784,ERZ650849
Bacteroidia,hutH,MGYA00721784,ERZ650849
Firmicutes,hutH,MGYA00721784,ERZ650849
Bacteroidaceae,hutH,MGYA00721784,ERZ650849
Bacteroidaceae,hutH,MGYA00721784,ERZ650849
Rikenellaceae,hutH,MGYA00721784,ERZ650849
Bacteroidaceae,hutH,MGYA00721784,ERZ650849
Porphyromonadaceae,hutH,MGYA00721784,ERZ650849
Bacteroidaceae,hutH,MGYA00721784,ERZ650849
unclassified Burkholderiales,hutH,MGYA00721784,ERZ650849
Bacteroidaceae,hutH,MGYA00721784,ERZ650849
Bacteroidaceae,hutH,MGYA00721784,ERZ650849
Oscillospiraceae,hutH,MGYA00721784,ERZ650849
Rikenellaceae,hutH,MGYA00721784,ERZ650849
Porphyromonadaceae,hutH,MGYA00721784,ERZ650849
Bacteroidaceae,hutH,MGYA00721784,ERZ650849
Porphyromonadaceae,hutH,MGYA00721784,ERZ650849
Bacteria,hutH,MGYA00721784,ERZ650849
Oscillospiraceae,hutH,MGYA00721784,ERZ650849
Enterobacter,hutH,MGYA00721784,ERZ650849
Oscillospiraceae,hutH,MGYA00721784,ERZ650849
Betaproteobacteria,hutH,MGYA00721784,ERZ650849
Lachnoclostridium,hutH,MGYA00721789,ERZ650845
Sutterellaceae,hutH,MGYA00721789,ERZ650845
Escherichia,hutH,MGYA00721789,ERZ650845
Rikenellaceae,hutH,MGYA00721789,ERZ650845
Bacteroidaceae,hutH,MGYA00721789,ERZ650845
Bacteroidaceae,hutH,MGYA00721789,ERZ650845
Bacteroidaceae,hutH,MGYA00721789,ERZ650845
Porphyromonadaceae,hutH,MGYA00721789,ERZ650845
Bacteroidaceae,hutH1,MGYA00721789,ERZ650845
Bacteroidaceae,hutH,MGYA00721789,ERZ650845
Bacteroidaceae,hutH,MGYA00721789,ERZ650845
Betaproteobacteria,hutH,MGYA00721789,ERZ650845
Bacteroidaceae,hutH,MGYA00721789,ERZ650845
Bacteroidaceae,hutH,MGYA00721789,ERZ650845
Enterobacter,hutH,MGYA00721792,ERZ650843
Gammaproteobacteria,hutH,MGYA00721792,ERZ650843
Bacteria,hutH,MGYA00721792,ERZ650843
Bacteroidaceae,hutH,MGYA00721792,ERZ650843
Porphyromonadaceae,hutH,MGYA00721792,ERZ650843
Bacteroidaceae,hutH,MGYA00721792,ERZ650843
Bacteroidaceae,hutH,MGYA00721792,ERZ650843
Rikenellaceae,hutH,MGYA00721792,ERZ650843
Porphyromonadaceae,hutH,MGYA00721792,ERZ650843
Porphyromonadaceae,hutH,MGYA00721792,ERZ650843
Rikenellaceae,hutH,MGYA00721792,ERZ650843
unclassified Burkholderiales,hutH,MGYA00721792,ERZ650843
Firmicutes,hutH,MGYA00721792,ERZ650843
Oscillospiraceae,hutH,MGYA00721792,ERZ650843
Bacteroidaceae,hutH,MGYA00721792,ERZ650843
Bacteroidaceae,hutH,MGYA00721792,ERZ650843
Rikenellaceae,hutH,MGYA00721792,ERZ650843
Bacteroidaceae,hutH,MGYA00721792,ERZ650843
Bacteroidia,hutH,MGYA00721792,ERZ650843
Oscillospiraceae,hutH,MGYA00721792,ERZ650843
Rikenellaceae,hutH,MGYA00721792,ERZ650843
Rikenellaceae,hutH,MGYA00721792,ERZ650843
Rikenellaceae,hutH,MGYA00721794,ERZ650841
Bacteroidaceae,hutH1,MGYA00721794,ERZ650841
Bacteroidaceae,hutH,MGYA00721794,ERZ650841
Bacteroidaceae,hutH,MGYA00721794,ERZ650841
Bacteroidaceae,hutH,MGYA00721794,ERZ650841
Bacteroidaceae,hutH,MGYA00721794,ERZ650841
Porphyromonadaceae,hutH,MGYA00721794,ERZ650841
Bacteroidaceae,hutH,MGYA00721794,ERZ650841
Bacteroidaceae,hutH,MGYA00721794,ERZ650841
Blautia,hutH,MGYA00721794,ERZ650841
Bacteroidaceae,hutH,MGYA00721794,ERZ650841
Blautia,hutH,MGYA00721794,ERZ650841
Blautia,hutH,MGYA00721794,ERZ650841
Rikenellaceae,hutH,MGYA00721794,ERZ650841
Bacteria,hutH,MGYA00721794,ERZ650841
Bacteroidia,hutH,MGYA00721794,ERZ650841
Bacteroidaceae,hutH,MGYA00721794,ERZ650841
Bacteroidaceae,hutH,MGYA00721794,ERZ650841
Betaproteobacteria,hutH,MGYA00721794,ERZ650841
Bacteroidia,hutH,MGYA00721794,ERZ650841
unclassified Burkholderiales,hutH,MGYA00721794,ERZ650841
Porphyromonadaceae,hutH,MGYA00721794,ERZ650841
Bacteroidaceae,hutH,MGYA00721794,ERZ650841
Bacteroidaceae,hutH,MGYA00721794,ERZ650841
Rikenellaceae,hutH,MGYA00721794,ERZ650841
Porphyromonadaceae,hutH,MGYA00721794,ERZ650841
Bifidobacteriales,hutH,MGYA00721794,ERZ650841
Bacteroidaceae,hutH,MGYA00721794,ERZ650841
Rikenellaceae,hutH,MGYA00721795,ERZ650840
Rikenellaceae,hutH,MGYA00721795,ERZ650840
Bacteroidia,hutH,MGYA00721795,ERZ650840
Betaproteobacteria,hutH,MGYA00721795,ERZ650840
Bacteroidaceae,hutH,MGYA00721795,ERZ650840
Bacteroidia,hutH,MGYA00721795,ERZ650840
Bacteroidaceae,hutH,MGYA00721795,ERZ650840
Bacteroidaceae,hutH,MGYA00721795,ERZ650840
Porphyromonadaceae,hutH,MGYA00721795,ERZ650840
Bacteroidia,hutH,MGYA00721795,ERZ650840
Rikenellaceae,hutH,MGYA00721795,ERZ650840
Porphyromonadaceae,hutH,MGYA00721795,ERZ650840
Bacteroidaceae,hutH,MGYA00721795,ERZ650840
Oscillospiraceae,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Porphyromonadaceae,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Porphyromonadaceae,hutH,MGYA00721798,ERZ650838
Clostridiaceae,hutH,MGYA00721798,ERZ650838
Porphyromonadaceae,hutH,MGYA00721798,ERZ650838
Rikenellaceae,hutH,MGYA00721798,ERZ650838
unclassified Burkholderiales,hutH,MGYA00721798,ERZ650838
Porphyromonadaceae,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Bacteroidia,hutH,MGYA00721798,ERZ650838
Firmicutes,hutH,MGYA00721798,ERZ650838
Firmicutes,hutH,MGYA00721798,ERZ650838
Betaproteobacteria,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Rikenellaceae,hutH,MGYA00721798,ERZ650838
Bacteroidia,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Bacteria,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Oscillospiraceae,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH1,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721798,ERZ650838
Bacteroidaceae,hutH,MGYA00721799,ERZ650837
Lachnoclostridium,hutH,MGYA00721799,ERZ650837
Porphyromonadaceae,hutH,MGYA00721799,ERZ650837
Clostridia,hutH,MGYA00721799,ERZ650837
Clostridia,hutH,MGYA00721799,ERZ650837
Porphyromonadaceae,hutH,MGYA00721799,ERZ650837
Oscillospiraceae,hutH,MGYA00721799,ERZ650837
Oscillospiraceae,hutH,MGYA00721799,ERZ650837
Bacteroidaceae,hutH,MGYA00721799,ERZ650837
Rikenellaceae,hutH,MGYA00721799,ERZ650837
Bacteria,hutH,MGYA00721799,ERZ650837
Bacteroidaceae,hutH,MGYA00721799,ERZ650837
Bacteroidia,hutH,MGYA00721799,ERZ650837
Betaproteobacteria,hutH,MGYA00721799,ERZ650837
Bacteroidaceae,hutH,MGYA00721799,ERZ650837
Bacteroidaceae,hutH,MGYA00721799,ERZ650837
Bacteroidaceae,hutH,MGYA00721799,ERZ650837
unclassified Burkholderiales,hutH,MGYA00721799,ERZ650837
unclassified Burkholderiales,hutH,MGYA00721799,ERZ650837
Rikenellaceae,hutH,MGYA00721799,ERZ650837
Bacteroidaceae,hutH,MGYA00721799,ERZ650837
Bacteroidaceae,hutH,MGYA00721799,ERZ650837
Eubacteriaceae,hutH,MGYA00721799,ERZ650837
Bacteroidia,hutH,MGYA00721799,ERZ650837
Rikenellaceae,hutH,MGYA00721799,ERZ650837
Porphyromonadaceae,hutH,MGYA00721799,ERZ650837
Firmicutes,hutH,MGYA00721799,ERZ650837
Oscillospiraceae,hutH,MGYA00721799,ERZ650837
Bacteroidaceae,hutH,MGYA00721799,ERZ650837
Lachnoclostridium,hutH,MGYA00721799,ERZ650837
Clostridia,hutH_2,MGYA00721799,ERZ650837
Bacteroidaceae,hutH,MGYA00721801,ERZ650836
Porphyromonadaceae,hutH,MGYA00721801,ERZ650836
Shewanellaceae,hutH,MGYA00721801,ERZ650836
Porphyromonadaceae,hutH,MGYA00721801,ERZ650836
Rikenellaceae,hutH,MGYA00721801,ERZ650836
Bacteria,hutH,MGYA00721801,ERZ650836
Porphyromonadaceae,hutH,MGYA00721801,ERZ650836
Enterobacter,hutH,MGYA00721801,ERZ650836
unclassified Burkholderiales,hutH,MGYA00721801,ERZ650836
Bacteroidia,hutH,MGYA00721801,ERZ650836
Rikenellaceae,hutH,MGYA00721801,ERZ650836
Bacteroidaceae,hutH,MGYA00721801,ERZ650836
Bacteroidaceae,hutH,MGYA00721801,ERZ650836
Bacteroidaceae,hutH,MGYA00721801,ERZ650836
Bacteroidaceae,hutH,MGYA00721801,ERZ650836
Bacteroidaceae,hutH,MGYA00721801,ERZ650836
unclassified Burkholderiales,hutH,MGYA00721801,ERZ650836
Firmicutes,hutH,MGYA00721801,ERZ650836
Oscillospiraceae,hutH,MGYA00721801,ERZ650836
Bacteria,hutH,MGYA00721801,ERZ650836
Firmicutes,hutH,MGYA00721801,ERZ650836
Rikenellaceae,hutH,MGYA00721801,ERZ650836
Porphyromonadaceae,hutH,MGYA00721801,ERZ650836
Bacteroidaceae,hutH,MGYA00721801,ERZ650836
Betaproteobacteria,hutH,MGYA00721801,ERZ650836
Bacteroidaceae,hutH,MGYA00721801,ERZ650836
Oscillospiraceae,hutH,MGYA00721801,ERZ650836
Bacteroidaceae,hutH,MGYA00721801,ERZ650836
Bacteroidaceae,hutH,MGYA00721801,ERZ650836
Porphyromonadaceae,hutH,MGYA00721801,ERZ650836
Bacteroidaceae,hutH,MGYA00721801,ERZ650836
Bacteroidia,hutH,MGYA00721801,ERZ650836
Firmicutes,hutH,MGYA00721801,ERZ650836
Rikenellaceae,hutH,MGYA00721801,ERZ650836
Shewanellaceae,hutH,MGYA00721801,ERZ650836
unclassified Burkholderiales,hutH,MGYA00721801,ERZ650836
Bacteroidaceae,hutH,MGYA00721801,ERZ650836
Betaproteobacteria,hutH,MGYA00721801,ERZ650836
Porphyromonadaceae,hutH,MGYA00721801,ERZ650836
Bacteroidaceae,hutH,MGYA00721801,ERZ650836
Enterobacter,hutH,MGYA00721802,ERZ650835
Lachnoclostridium,hutH,MGYA00721802,ERZ650835
Clostridia,hutH,MGYA00721802,ERZ650835
Bacteroidia,hutH,MGYA00721802,ERZ650835
Bacteroidia,hutH,MGYA00721802,ERZ650835
Rikenellaceae,hutH,MGYA00721802,ERZ650835
Bacteroidaceae,hutH,MGYA00721802,ERZ650835
Porphyromonadaceae,hutH,MGYA00721802,ERZ650835
Bacteroidaceae,hutH,MGYA00721802,ERZ650835
Fusobacteria,hutH,MGYA00721802,ERZ650835
Bacteroidaceae,hutH,MGYA00721802,ERZ650835
Bacteria,hutH,MGYA00721802,ERZ650835
